Name_of_Space_Object,International_Designator,National_Designator_s1,Launch_Date,Launching_State,Launch_Site,Launch_Vehicle,Basic_Perigee,Basic_Apogee,Basic_Inclination,Current_Function,Status
Starlink 3942,2022-051AG,,2022-05-13,,,,,,,,in orbit
Starlink 3911,2022-051AJ,,2022-05-13,,,,,,,,in orbit
Starlink 3955,2022-051AE,,2022-05-13,,,,,,,,in orbit
Starlink 3959,2022-051AH,,2022-05-13,,,,,,,,in orbit
Starlink 3930,2022-051AM,,2022-05-13,,,,,,,,in orbit
Starlink 3938,2022-051AK,,2022-05-13,,,,,,,,in orbit
Starlink 3929,2022-051AL,,2022-05-13,,,,,,,,in orbit
Starlink 3957,2022-051AF,,2022-05-13,,,,,,,,in orbit
Starlink 3901,2022-051AQ,,2022-05-13,,,,,,,,in orbit
Starlink 3836,2022-051AT,,2022-05-13,,,,,,,,in orbit
Starlink 3919,2022-051AW,,2022-05-13,,,,,,,,in orbit
Starlink 3927,2022-051AN,,2022-05-13,,,,,,,,in orbit
Starlink 3920,2022-051AR,,2022-05-13,,,,,,,,in orbit
Starlink 3932,2022-051AS,,2022-05-13,,,,,,,,in orbit
Starlink 3833,2022-051AU,,2022-05-13,,,,,,,,in orbit
Starlink 3893,2022-051AV,,2022-05-13,,,,,,,,in orbit
Starlink 3939,2022-051N,,2022-05-13,,,,,,,,deorbited
Starlink 3924,2022-051AP,,2022-05-13,,,,,,,,deorbited
Starlink 3896,2022-051Q,,2022-05-13,,,,,,,,deorbited
KSF2 B,2022-033AN,,2022-05-09,,,,,,,,decayed
KSF2 A,2022-033AP,,2022-05-09,,,,,,,,decayed
,2022-050A,,2022-05-09,,,,,,,,deorbited
Starlink 3882,2022-049AA,,2022-05-06,,,,,,,,in orbit
Starlink 3828,2022-049U,,2022-05-06,,,,,,,,in orbit
Starlink 3864,2022-049T,,2022-05-06,,,,,,,,in orbit
Starlink 3881,2022-049X,,2022-05-06,,,,,,,,in orbit
Starlink 3859,2022-049V,,2022-05-06,,,,,,,,in orbit
Starlink 3879,2022-049Y,,2022-05-06,,,,,,,,in orbit
Starlink 3862,2022-049W,,2022-05-06,,,,,,,,in orbit
Starlink 3873,2022-049S,,2022-05-06,,,,,,,,in orbit
Starlink 3855,2022-049Z,,2022-05-06,,,,,,,,in orbit
Starlink 3925,2022-049AZ,,2022-05-06,,,,,,,,in orbit
Starlink 3907,2022-049BC,,2022-05-06,,,,,,,,in orbit
Starlink 3912,2022-049BD,,2022-05-06,,,,,,,,in orbit
Starlink 3866,2022-049BB,,2022-05-06,,,,,,,,in orbit
Starlink 3857,2022-049AV,,2022-05-06,,,,,,,,in orbit
Starlink 3871,2022-049AX,,2022-05-06,,,,,,,,in orbit
Starlink 3884,2022-049AY,,2022-05-06,,,,,,,,in orbit
Starlink 3894,2022-049BA,,2022-05-06,,,,,,,,in orbit
Starlink 3861,2022-049BE,,2022-05-06,,,,,,,,in orbit
Starlink 3863,2022-049Q,,2022-05-06,,,,,,,,in orbit
Starlink 3900,2022-049L,,2022-05-06,,,,,,,,in orbit
Starlink 3904,2022-049P,,2022-05-06,,,,,,,,in orbit
Starlink 3856,2022-049J,,2022-05-06,,,,,,,,in orbit
Starlink 3898,2022-049H,,2022-05-06,,,,,,,,in orbit
Starlink 3865,2022-049K,,2022-05-06,,,,,,,,in orbit
Starlink 3885,2022-049N,,2022-05-06,,,,,,,,in orbit
Starlink 3903,2022-049M,,2022-05-06,,,,,,,,in orbit
Starlink 3923,2022-049AQ,,2022-05-06,,,,,,,,in orbit
Starlink 3908,2022-049AS,,2022-05-06,,,,,,,,in orbit
Starlink 3916,2022-049AT,,2022-05-06,,,,,,,,in orbit
Starlink 3914,2022-049AR,,2022-05-06,,,,,,,,in orbit
Starlink 3902,2022-049AN,,2022-05-06,,,,,,,,in orbit
Starlink 3892,2022-049AP,,2022-05-06,,,,,,,,in orbit
Starlink 3883,2022-049AU,,2022-05-06,,,,,,,,in orbit
Starlink 3913,2022-049AL,,2022-05-06,,,,,,,,in orbit
Starlink 3918,2022-049AM,,2022-05-06,,,,,,,,in orbit
Starlink 3899,2022-049G,,2022-05-06,,,,,,,,in orbit
Starlink 3909,2022-049B,,2022-05-06,,,,,,,,in orbit
Starlink 3870,2022-049A,,2022-05-06,,,,,,,,in orbit
Starlink 3896,2022-049F,,2022-05-06,,,,,,,,in orbit
Starlink 3888,2022-049D,,2022-05-06,,,,,,,,in orbit
Starlink 3890,2022-049E,,2022-05-06,,,,,,,,in orbit
Starlink 3872,2022-049C,,2022-05-06,,,,,,,,in orbit
Starlink 3835,2022-049AB,,2022-05-06,,,,,,,,in orbit
Starlink 3825,2022-049AD,,2022-05-06,,,,,,,,in orbit
Starlink 3878,2022-049AE,,2022-05-06,,,,,,,,in orbit
Starlink 3875,2022-049AJ,,2022-05-06,,,,,,,,in orbit
Starlink 3887,2022-049AK,,2022-05-06,,,,,,,,in orbit
Starlink 3860,2022-049AC,,2022-05-06,,,,,,,,in orbit
Starlink 3813,2022-049AH,,2022-05-06,,,,,,,,in orbit
Starlink 3839,2022-049AF,,2022-05-06,,,,,,,,in orbit
Starlink 3842,2022-049AG,,2022-05-06,,,,,,,,deorbited
Starlink 3905,2022-049AW,,2022-05-06,,,,,,,,deorbited
Starlink 3840,2022-049R,,2022-05-06,,,,,,,,deorbited
Jilin 1 Kuanfu 01C,2022-048A,,2022-05-05,,,,,,,,in orbit
Jilin 1 Gaofen 03D28,2022-048C,,2022-05-05,,,,,,,,in orbit
Jilin 1 Gaofen 03D32,2022-048E,,2022-05-05,,,,,,,,in orbit
Jilin 1 Gaofen 03D30,2022-048D,,2022-05-05,,,,,,,,in orbit
Jilin 1 Gaofen 03D29,2022-048F,,2022-05-05,,,,,,,,in orbit
Jilin 1 Gaofen 03D28,2022-048H,,2022-05-05,,,,,,,,in orbit
Jilin 1 Gaofen 03D27,2022-048B,,2022-05-05,,,,,,,,in orbit
Jilin 1 Gaofen 03D31,2022-048G,,2022-05-05,,,,,,,,in orbit
BRO 6,2022-047AE,,2022-05-02,,,,,,,,in orbit
SpaceBEE 150,2022-047R,,2022-05-02,,,,,,,,in orbit
,2022-047*,,2022-05-02,,,,,,,,in orbit
,2022-047*,,2022-05-02,,,,,,,,in orbit
,2022-047*,,2022-05-02,,,,,,,,in orbit
SpaceBEE 153,2022-047Q,,2022-05-02,,,,,,,,decayed
SpaceBEE 149,2022-047P,,2022-05-02,,,,,,,,decayed
,2022-047AB,,2022-05-02,,,,,,,,decayed
SpaceBEE 143,2022-047A,,2022-05-02,,,,,,,,decayed
SpaceBEE 145,2022-047T,,2022-05-02,,,,,,,,decayed
SpaceBEE 151,2022-047V,,2022-05-02,,,,,,,,decayed
SpaceBEE 146,2022-047U,,2022-05-02,,,,,,,,decayed
SpaceBEE 140,2022-047F,,2022-05-02,,,,,,,,decayed
SpaceBEE 148,2022-047N,,2022-05-02,,,,,,,,decayed
SpaceBEE 144,2022-047S,,2022-05-02,,,,,,,,decayed
SpaceBEE 141,2022-047G,,2022-05-02,,,,,,,,decayed
SpaceBEE 142,2022-047H,,2022-05-02,,,,,,,,decayed
SpaceBEE 152,2022-047W,,2022-05-02,,,,,,,,decayed
SpaceBEE 155,2022-047Y,,2022-05-02,,,,,,,,decayed
SpaceBEE 154,2022-047Z,,2022-05-02,,,,,,,,decayed
SpaceBEE 147,2022-047X,,2022-05-02,,,,,,,,decayed
TRSI-3,2022-047AA,D-R096,2022-05-02,,,,,,,,in orbit
TRSI-2,2022-047AC,D-R097,2022-05-02,,,,,,,,decayed
UNICORN-2F,2022-047*,D-R099,2022-05-02,,,,,,,,in orbit
AuroraSat-1,2022-047,FIN-19-SAT-2022,2022-05-02,,,,,,,,in orbit
SpaceBEENZ 15,2022-047B,NZ-2022-18,2022-05-02,,,,,,,,decayed
SpaceBEENZ 16,2022-047C,NZ-2022-19,2022-05-02,,,,,,,,decayed
SpaceBEENZ 17,2022-047D,NZ-2022-20,2022-05-02,,,,,,,,decayed
SpaceBEENZ 18,2022-047E,NZ-2022-21,2022-05-02,,,,,,,,decayed
SpaceBEENZ 19,2022-047L,NZ-2022-22,2022-05-02,,,,,,,,decayed
SpaceBEENZ 20,2022-047J,NZ-2022-23,2022-05-02,,,,,,,,decayed
SpaceBEENZ 21,2022-047M,NZ-2022-24,2022-05-02,,,,,,,,decayed
SpaceBEENZ 22,2022-047K,NZ-2022-25,2022-05-02,,,,,,,,decayed
Jilin 1 Gaofen 04A,2022-046A,,2022-04-30,,,,,,,,in orbit
Jilin 1 Gaofen 03D07,2022-046D,,2022-04-30,,,,,,,,in orbit
Jilin 1 Gaofen 03D05,2022-046B,,2022-04-30,,,,,,,,in orbit
Jilin 1 Gaofen 03D04,2022-046E,,2022-04-30,,,,,,,,in orbit
Jilin 1 Gaofen 03D06,2022-046C,,2022-04-30,,,,,,,,in orbit
Starlink 3811,2022-045BE,,2022-04-29,,,,,,,,in orbit
Starlink 3799,2022-045BD,,2022-04-29,,,,,,,,in orbit
Starlink 3817,2022-045AN,,2022-04-29,,,,,,,,in orbit
Starlink 3767,2022-045AX,,2022-04-29,,,,,,,,in orbit
Starlink 3800,2022-045BA,,2022-04-29,,,,,,,,in orbit
Starlink 3785,2022-045AW,,2022-04-29,,,,,,,,in orbit
Starlink 3550,2022-045AU,,2022-04-29,,,,,,,,in orbit
Starlink 3762,2022-045AV,,2022-04-29,,,,,,,,in orbit
Starlink 3805,2022-045AY,,2022-04-29,,,,,,,,in orbit
Starlink 3806,2022-045AZ,,2022-04-29,,,,,,,,in orbit
Starlink 3793,2022-045BB,,2022-04-29,,,,,,,,in orbit
Starlink 3820,2022-045AK,,2022-04-29,,,,,,,,in orbit
Starlink 3796,2022-045AT,,2022-04-29,,,,,,,,in orbit
Starlink 3830,2022-045AJ,,2022-04-29,,,,,,,,in orbit
Starlink 3874,2022-045AL,,2022-04-29,,,,,,,,in orbit
Starlink 3853,2022-045AE,,2022-04-29,,,,,,,,in orbit
Starlink 3841,2022-045AQ,,2022-04-29,,,,,,,,in orbit
Starlink 3834,2022-045AP,,2022-04-29,,,,,,,,in orbit
Starlink 3798,2022-045AS,,2022-04-29,,,,,,,,in orbit
Starlink 3827,2022-045AR,,2022-04-29,,,,,,,,in orbit
Starlink 3808,2022-045AM,,2022-04-29,,,,,,,,in orbit
Starlink 3824,2022-045AF,,2022-04-29,,,,,,,,in orbit
Starlink 3848,2022-045AH,,2022-04-29,,,,,,,,in orbit
Starlink 3728,2022-045AG,,2022-04-29,,,,,,,,in orbit
Starlink 3837,2022-045AD,,2022-04-29,,,,,,,,in orbit
Starlink 3816,2022-045W,,2022-04-29,,,,,,,,deorbited
Starlink 3889,2022-045A,,2022-04-29,,,,,,,,in orbit
Starlink 3831,2022-045B,,2022-04-29,,,,,,,,in orbit
Starlink 3818,2022-045K,,2022-04-29,,,,,,,,in orbit
Starlink 3880,2022-045D,,2022-04-29,,,,,,,,in orbit
Starlink 3797,2022-045G,,2022-04-29,,,,,,,,in orbit
Starlink 3792,2022-045J,,2022-04-29,,,,,,,,in orbit
Starlink 3847,2022-045C,,2022-04-29,,,,,,,,in orbit
Starlink 3814,2022-045E,,2022-04-29,,,,,,,,in orbit
Starlink 3823,2022-045F,,2022-04-29,,,,,,,,in orbit
Starlink 3843,2022-045L,,2022-04-29,,,,,,,,in orbit
Starlink 3850,2022-045M,,2022-04-29,,,,,,,,in orbit
Siwei 02 (Superview NEO-1 02),2022-043C,,2022-04-29,,,,,,,,in orbit
Siwei 01 (Superview NEO-1 01),2022-043A,,2022-04-29,,,,,,,,in orbit
Starlink 3829,2022-045T,,2022-04-29,,,,,,,,in orbit
Starlink 3851,2022-045P,,2022-04-29,,,,,,,,in orbit
Starlink 3852,2022-045Q,,2022-04-29,,,,,,,,in orbit
Starlink 3826,2022-045S,,2022-04-29,,,,,,,,in orbit
Starlink 3849,2022-045N,,2022-04-29,,,,,,,,in orbit
Starlink 3812,2022-045R,,2022-04-29,,,,,,,,in orbit
Starlink 3822,2022-045AC,,2022-04-29,,,,,,,,in orbit
Starlink 3801,2022-045AB,,2022-04-29,,,,,,,,in orbit
Starlink 3877,2022-045AA,,2022-04-29,,,,,,,,in orbit
Starlink 3754,2022-045V,,2022-04-29,,,,,,,,in orbit
Starlink 3819,2022-045U,,2022-04-29,,,,,,,,in orbit
Starlink 3838,2022-045X,,2022-04-29,,,,,,,,in orbit
Starlink 3876,2022-045Z,,2022-04-29,,,,,,,,in orbit
Starlink 3807,2022-045Y,,2022-04-29,,,,,,,,in orbit
Starlink 3803,2022-045BC,,2022-04-29,,,,,,,,deorbited
Starlink 3815,2022-045H,,2022-04-29,,,,,,,,deorbited
Cosmos 2555,2022-044A,3586-2022-006,2022-04-29,,,,,,,,decayed
Dragon Freedom,2022-042A,,2022-04-27,,,,,,,,recovered
Starlink 3564,2022-041AT,,2022-04-21,,,,,,,,in orbit
Starlink 3751,2022-041AE,,2022-04-21,,,,,,,,in orbit
Starlink 3773,2022-041AG,,2022-04-21,,,,,,,,in orbit
Starlink 3758,2022-041AN,,2022-04-21,,,,,,,,in orbit
Starlink 3760,2022-041AP,,2022-04-21,,,,,,,,in orbit
Starlink 3768,2022-041AS,,2022-04-21,,,,,,,,in orbit
Starlink 3744,2022-041AV,,2022-04-21,,,,,,,,in orbit
Starlink 3759,2022-041AQ,,2022-04-21,,,,,,,,in orbit
Starlink 3769,2022-041AR,,2022-04-21,,,,,,,,in orbit
Starlink 3753,2022-041AH,,2022-04-21,,,,,,,,in orbit
Starlink 3771,2022-041AJ,,2022-04-21,,,,,,,,in orbit
Starlink 3766,2022-041AM,,2022-04-21,,,,,,,,in orbit
Starlink 3777,2022-041AK,,2022-04-21,,,,,,,,in orbit
Starlink 3742,2022-041AU,,2022-04-21,,,,,,,,in orbit
Starlink 3765,2022-041AL,,2022-04-21,,,,,,,,in orbit
Starlink 3772,2022-041AF,,2022-04-21,,,,,,,,in orbit
Starlink 3747,2022-041AX,,2022-04-21,,,,,,,,in orbit
Starlink 3755,2022-041AY,,2022-04-21,,,,,,,,in orbit
Starlink 3724,2022-041AW,,2022-04-21,,,,,,,,in orbit
Starlink 3561,2022-041Z,,2022-04-21,,,,,,,,in orbit
Starlink 3783,2022-041X,,2022-04-21,,,,,,,,in orbit
Starlink 3789,2022-041Y,,2022-04-21,,,,,,,,in orbit
Starlink 3764,2022-041V,,2022-04-21,,,,,,,,in orbit
Starlink 3788,2022-041L,,2022-04-21,,,,,,,,in orbit
Starlink 3790,2022-041P,,2022-04-21,,,,,,,,in orbit
Starlink 3778,2022-041R,,2022-04-21,,,,,,,,in orbit
Starlink 3780,2022-041T,,2022-04-21,,,,,,,,in orbit
Starlink 3791,2022-041J,,2022-04-21,,,,,,,,in orbit
Starlink 3782,2022-041N,,2022-04-21,,,,,,,,in orbit
Starlink 3781,2022-041M,,2022-04-21,,,,,,,,in orbit
Starlink 3784,2022-041Q,,2022-04-21,,,,,,,,in orbit
Starlink 3779,2022-041W,,2022-04-21,,,,,,,,in orbit
Starlink 3775,2022-041AA,,2022-04-21,,,,,,,,in orbit
Starlink 3802,2022-041AB,,2022-04-21,,,,,,,,in orbit
Starlink 3822,2022-041AC,,2022-04-21,,,,,,,,in orbit
Starlink 3776,2022-041AD,,2022-04-21,,,,,,,,in orbit
Starlink 3804,2022-041K,,2022-04-21,,,,,,,,in orbit
Starlink 3795,2022-041D,,2022-04-21,,,,,,,,in orbit
Starlink 3740,2022-041E,,2022-04-21,,,,,,,,in orbit
Starlink 3739,2022-041F,,2022-04-21,,,,,,,,in orbit
Starlink 3786,2022-041C,,2022-04-21,,,,,,,,in orbit
Starlink 3746,2022-041H,,2022-04-21,,,,,,,,in orbit
Starlink 3756,2022-041BA,,2022-04-21,,,,,,,,in orbit
Starlink 3688,2022-041BB,,2022-04-21,,,,,,,,in orbit
Starlink 3748,2022-041G,,2022-04-21,,,,,,,,in orbit
Starlink 3750,2022-041BC,,2022-04-21,,,,,,,,in orbit
Starlink 3761,2022-041B,,2022-04-21,,,,,,,,in orbit
Starlink 3752,2022-041BD,,2022-04-21,,,,,,,,in orbit
Starlink 3789,2022-041BE,,2022-04-21,,,,,,,,in orbit
Starlink 3787,2022-041S,,2022-04-21,,,,,,,,deorbited
Starlink 3686,2022-041U,,2022-04-21,,,,,,,,decayed
Starlink 3745,2022-041AZ,,2022-04-21,,,,,,,,deorbited
Starlink 3810,2022-041A,,2022-04-21,,,,,,,,deorbited
USA 327,2022-040A,,2022-04-17,,,,,,,,in orbit
,2021-092C,,2022-04-16,,,,,,,,decayed
"Atmospheric Environment Monitoring Satellite (Daqi Huanjing Jiance Weixing, DQ-1)
",2022-039A,,2022-04-15,,,,,,,,in orbit
ChinaSat 6D,2022-038A,,2022-04-15,,,,,,,,in GSO
SUCHAI 2,2022-033AM,,2022-04-14,,,,,,,,decayed
SUCHAI 3,2022-033AL,,2022-04-13,,,,,,,,decayed
KSF2 C,2022-033AJ,,2022-04-11,,,,,,,,decayed
KSF2 D,2022-033AK,,2022-04-11,,,,,,,,decayed
PlantSat,2022-033AH,,2022-04-09,,,,,,,,in orbit
Axiom 1,2022-037A,,2022-04-08,,,,,,,,recovered
Cosmos 2554,2022-036A,3585-2022-005,2022-04-07,,,,,,,,in orbit
Gaofen 3-03,2022-035A,,2022-04-06,,,,,,,,in orbit
Global 18,2022-034B,,2022-04-02,,,,,,,,in orbit
Global 20,2022-034C,,2022-04-02,,,,,,,,decayed
BRO 7,2022-033T,,2022-04-01,,,,,,,,in orbit
Hawk 4B,2022-033J,,2022-04-01,,,,,,,,in orbit
Gnomes 3,2022-033B,,2022-04-01,,,,,,,,in orbit
Hawk 4A,2022-033L,,2022-04-01,,,,,,,,in orbit
,2022-033E,,2022-04-01,,,,,,,,in orbit
,2022-033C,,2022-04-01,,,,,,,,in orbit
Lynk Tower 1,2022-033F,,2022-04-01,,,,,,,,in orbit
,2022-033S,,2022-04-01,,,,,,,,decayed
Alfacrux,2022-033D,,2022-04-01,,,,,,,,in orbit
SpaceBEE 138,2022-033K,,2022-04-01,,,,,,,,decayed
SpaceBEE 129,2022-033Y,,2022-04-01,,,,,,,,decayed
SpaceBEE 134,2022-033Z,,2022-04-01,,,,,,,,decayed
SpaceBEE 139,2022-033W,,2022-04-01,,,,,,,,decayed
SpaceBEE 130,2022-033V,,2022-04-01,,,,,,,,decayed
Omni L1,2022-033A,,2022-04-01,,,,,,,,in orbit
SpaceBEE 136,2022-033H,,2022-04-01,,,,,,,,decayed
SpaceBEE 131,2022-033AA,,2022-04-01,,,,,,,,decayed
SpaceBEE 137,2022-033AF,,2022-04-01,,,,,,,,decayed
SpaceBEE 135,2022-033AG,,2022-04-01,,,,,,,,decayed
SpaceBEE 128,2022-033AB,,2022-04-01,,,,,,,,decayed
SpaceBEE 132,2022-033AE,,2022-04-01,,,,,,,,decayed
SpaceBEE 133,2022-033AC,,2022-04-01,,,,,,,,decayed
BDSAT,2022-033U,,2022-04-01,,,,,,,,decayed
ION SCV-005 Almighty Alexius,2022-033G,,2022-04-01,,,,,,,,in orbit
Hawk 4C,2022-033P,,2022-04-01,,,,,,,,in orbit
Nusat-26,2022-033AD,2022-033AD,2022-04-01,,,,,,,,in orbit
Nusat-23,2022-033M,2022-033M,2022-04-01,,,,,,,,decayed
Nusat-25,2022-033Q,2022-033Q,2022-04-01,,,,,,,,in orbit
Nusat-27,2022-033R,2022-033R,2022-04-01,,,,,,,,in orbit
Nusat-24,2022-033X,2022-033X,2022-04-01,,,,,,,,in orbit
MP42,2022-033N,2024-LT-01,2022-04-01,,,,,,,,decayed
,2022-032C,,2022-03-30,,,,,,,,in orbit
,2022-032A,,2022-03-30,,,,,,,,in orbit
,2022-032D,,2022-03-30,,,,,,,,in orbit
,2022-031B,,2022-03-29,,,,,,,,in orbit
,2022-031A,,2022-03-29,,,,,,,,in orbit
KITSUNE,1998-067TK,,2022-03-24,,,,,,,,in orbit
IHI SAT,1998-067TJ,,2022-03-24,,,,,,,,decayed
Meridian,2022-030A,3584-2022-004,2022-03-22,,,,,,,,in orbit
Starlink 3721,2022-029AY,,2022-03-19,,,,,,,,in orbit
Starlink 3733,2022-029BB,,2022-03-19,,,,,,,,in orbit
Starlink 3707,2022-029AX,,2022-03-19,,,,,,,,in orbit
Starlink 3730,2022-029BD,,2022-03-19,,,,,,,,in orbit
Starlink 3729,2022-029AZ,,2022-03-19,,,,,,,,in orbit
Starlink 3723,2022-029BC,,2022-03-19,,,,,,,,in orbit
Starlink 3711,2022-029AV,,2022-03-19,,,,,,,,in orbit
Starlink 3718,2022-029AW,,2022-03-19,,,,,,,,in orbit
Starlink 3720,2022-029BA,,2022-03-19,,,,,,,,in orbit
Starlink 3725,2022-029AM,,2022-03-19,,,,,,,,in orbit
Starlink 3715,2022-029AR,,2022-03-19,,,,,,,,in orbit
Starlink 3727,2022-029AP,,2022-03-19,,,,,,,,in orbit
Starlink 3661,2022-029AT,,2022-03-19,,,,,,,,in orbit
Starlink 3684,2022-029AN,,2022-03-19,,,,,,,,in orbit
Starlink 3732,2022-029AQ,,2022-03-19,,,,,,,,in orbit
Starlink 3726,2022-029AL,,2022-03-19,,,,,,,,in orbit
Starlink 3737,2022-029AC,,2022-03-19,,,,,,,,in orbit
Starlink 3558,2022-029AH,,2022-03-19,,,,,,,,in orbit
Starlink 3685,2022-029AD,,2022-03-19,,,,,,,,in orbit
Starlink 3534,2022-029AJ,,2022-03-19,,,,,,,,in orbit
Starlink 3743,2022-029AG,,2022-03-19,,,,,,,,in orbit
Starlink 3736,2022-029AB,,2022-03-19,,,,,,,,in orbit
Starlink 3738,2022-029AF,,2022-03-19,,,,,,,,in orbit
Starlink 3735,2022-029AE,,2022-03-19,,,,,,,,in orbit
Starlink 3678,2022-029AK,,2022-03-19,,,,,,,,in orbit
Starlink 3693,2022-029S,,2022-03-19,,,,,,,,deorbited
Starlink 3734,2022-029AA,,2022-03-19,,,,,,,,in orbit
Starlink 3658,2022-029V,,2022-03-19,,,,,,,,in orbit
Starlink 3687,2022-029Y,,2022-03-19,,,,,,,,in orbit
Starlink 3708,2022-029Z,,2022-03-19,,,,,,,,in orbit
Starlink 3706,2022-029T,,2022-03-19,,,,,,,,in orbit
Starlink 3698,2022-029W,,2022-03-19,,,,,,,,in orbit
Starlink 3670,2022-029U,,2022-03-19,,,,,,,,in orbit
Starlink 3701,2022-029H,,2022-03-19,,,,,,,,in orbit
Starlink 3709,2022-029Q,,2022-03-19,,,,,,,,in orbit
Starlink 3665,2022-029L,,2022-03-19,,,,,,,,in orbit
Starlink 3702,2022-029N,,2022-03-19,,,,,,,,in orbit
Starlink 3703,2022-029P,,2022-03-19,,,,,,,,in orbit
Starlink 3705,2022-029R,,2022-03-19,,,,,,,,in orbit
Starlink 3717,2022-029J,,2022-03-19,,,,,,,,in orbit
Starlink 3682,2022-029BE,,2022-03-19,,,,,,,,in orbit
Starlink 3716,2022-029E,,2022-03-19,,,,,,,,in orbit
Starlink 3673,2022-029F,,2022-03-19,,,,,,,,in orbit
Starlink 3537,2022-029A,,2022-03-19,,,,,,,,in orbit
Starlink 3722,2022-029B,,2022-03-19,,,,,,,,in orbit
Starlink 3712,2022-029C,,2022-03-19,,,,,,,,in orbit
Starlink 3713,2022-029D,,2022-03-19,,,,,,,,in orbit
Starlink 3714,2022-029G,,2022-03-19,,,,,,,,in orbit
Starlink 3662,2022-029M,,2022-03-19,,,,,,,,decayed
Starlink 3731,2022-029X,,2022-03-19,,,,,,,,decayed
Starlink 3710,2022-029AU,,2022-03-19,,,,,,,,decayed
Starlink 3676,2022-029K,,2022-03-19,,,,,,,,decayed
Starlink 3719,2022-029AS,,2022-03-19,,,,,,,,deorbited
Soyuz MS-21,2022-028A,3583-2022-003,2022-03-18,,,,,,,,recovered
,2022-027A,,2022-03-17,,,,,,,,in orbit
OreSat 0,2022-026K,,2022-03-15,,,,,,,,decayed
SpaceBEE 112,2022-026T,,2022-03-15,,,,,,,,decayed
S4 Crossover/Astra,2022-026A,,2022-03-15,,,,,,,,decayed
SpaceBEE 122,2022-026G,,2022-03-15,,,,,,,,decayed
SpaceBEE 125,2022-026P,,2022-03-15,,,,,,,,decayed
SpaceBEE 118,2022-026E,,2022-03-15,,,,,,,,decayed
SpaceBEE 126,2022-026D,,2022-03-15,,,,,,,,decayed
SpaceBEE 120,2022-026F,,2022-03-15,,,,,,,,decayed
SpaceBEE 114,2022-026C,,2022-03-15,,,,,,,,decayed
SpaceBEE 115,2022-026J,,2022-03-15,,,,,,,,decayed
SpaceBEE 117,2022-026Q,,2022-03-15,,,,,,,,decayed
SpaceBEE 123,2022-026V,,2022-03-15,,,,,,,,decayed
SpaceBEE 127,2022-026N,,2022-03-15,,,,,,,,decayed
SpaceBEE 124,2022-026X,,2022-03-15,,,,,,,,decayed
SpaceBEE 113,2022-026S,,2022-03-15,,,,,,,,decayed
SpaceBEE 121,2022-026B,,2022-03-15,,,,,,,,decayed
SpaceBEE 116,2022-026R,,2022-03-15,,,,,,,,decayed
SpaceBEE 119,2022-026H,,2022-03-15,,,,,,,,decayed
SpaceBEENZ 11,2022-026M,NZ-2022-08,2022-03-15,,,,,,,,decayed
SpaceBEENZ 12,2022-026W,NZ-2022-13,2022-03-15,,,,,,,,decayed
SpaceBEENZ 13,2022-026U,NZ-2022-14,2022-03-15,,,,,,,,decayed
SpaceBEENZ 14,2022-026L,NZ-2022-15,2022-03-15,,,,,,,,decayed
Starlink 3695,2022-025M,,2022-03-09,,,,,,,,deorbited
Starlink 3691,2022-025E,,2022-03-09,,,,,,,,in orbit
Starlink 3699,2022-025L,,2022-03-09,,,,,,,,in orbit
Starlink 3681,2022-025N,,2022-03-09,,,,,,,,in orbit
Starlink 3696,2022-025K,,2022-03-09,,,,,,,,in orbit
Starlink 3690,2022-025J,,2022-03-09,,,,,,,,in orbit
Starlink 3697,2022-025G,,2022-03-09,,,,,,,,in orbit
Starlink 3675,2022-025H,,2022-03-09,,,,,,,,in orbit
Starlink 3689,2022-025F,,2022-03-09,,,,,,,,in orbit
Starlink 3692,2022-025C,,2022-03-09,,,,,,,,in orbit
Starlink 3700,2022-025A,,2022-03-09,,,,,,,,in orbit
Starlink 3704,2022-025D,,2022-03-09,,,,,,,,in orbit
Starlink 3694,2022-025B,,2022-03-09,,,,,,,,in orbit
Starlink 3651,2022-025AF,,2022-03-09,,,,,,,,in orbit
Starlink 3664,2022-025AE,,2022-03-09,,,,,,,,in orbit
Starlink 3649,2022-025AA,,2022-03-09,,,,,,,,in orbit
Starlink 3645,2022-025AG,,2022-03-09,,,,,,,,in orbit
Starlink 3635,2022-025AB,,2022-03-09,,,,,,,,in orbit
Starlink 3655,2022-025AD,,2022-03-09,,,,,,,,in orbit
Starlink 3666,2022-025Y,,2022-03-09,,,,,,,,in orbit
Starlink 3656,2022-025Z,,2022-03-09,,,,,,,,in orbit
Starlink 3640,2022-025AJ,,2022-03-09,,,,,,,,in orbit
Starlink 3644,2022-025AH,,2022-03-09,,,,,,,,in orbit
Starlink 3642,2022-025AK,,2022-03-09,,,,,,,,in orbit
Starlink 3652,2022-025AM,,2022-03-09,,,,,,,,in orbit
Starlink 3643,2022-025AN,,2022-03-09,,,,,,,,in orbit
Starlink 3648,2022-025AP,,2022-03-09,,,,,,,,in orbit
Starlink 3647,2022-025AQ,,2022-03-09,,,,,,,,in orbit
Starlink 3636,2022-025AR,,2022-03-09,,,,,,,,in orbit
Starlink 3657,2022-025AL,,2022-03-09,,,,,,,,in orbit
Starlink 3672,2022-025U,,2022-03-09,,,,,,,,in orbit
Starlink 3674,2022-025V,,2022-03-09,,,,,,,,in orbit
Starlink 3677,2022-025Q,,2022-03-09,,,,,,,,in orbit
